Rk.,,Pitcher,,Batter,Game Pitch #,Pitch,PA,Inning,Result,Pitch Type,Pitch Vel  (MPH),Spin (RPM),VBreak (In.),,HBreak (In.),
,,Greg Weissert,,Wilyer Abreu,,,,,,,,,,,,
103,,,,,227,10,48,6,Ball,Changeup,84.5,1827,40,↓,17,→
,,Greg Weissert,,Wilyer Abreu,,,,,,,,,,,,
104,,,,,226,9,48,6,Called Strike,Sinker,95.1,2078,26,↓,17,→
,,Greg Weissert,,Wilyer Abreu,,,,,,,,,,,,
105,,,,,224,8,47,6,"In play, out(s)",Sinker,95.5,2054,26,↓,17,→
,,Greg Weissert,,Triston Casas,,,,,,,,,,,,
106,,,,,223,7,47,6,Ball,Sinker,93.7,2026,31,↓,17,→
,,Greg Weissert,,Triston Casas,,,,,,,,,,,,
107,,,,,222,6,47,6,Ball,Sinker,92.6,2059,31,↓,20,→
,,Greg Weissert,,Triston Casas,,,,,,,,,,,,
108,,,,,221,105,46,6,"In play, out(s)",Sinker,96,2270,33,↓,14,→
,,Tanner Houck,,Oswald Peraza,,,,,,,,,,,,
109,,,,,220,104,46,6,Ball,Sinker,95.8,2267,34,↓,16,→
,,Tanner Houck,,Oswald Peraza,,,,,,,,,,,,
110,,,,,219,103,46,6,Ball,Slider,86.6,2741,37,↓,12,←
,,Tanner Houck,,Oswald Peraza,,,,,,,,,,,,
111,,,,,218,102,46,6,Swinging Strike,Slider,85.8,2717,37,↓,12,←
,,Tanner Houck,,Oswald Peraza,,,,,,,,,,,,
112,,,,,217,101,45,6,"In play, out(s)",Slider,84.7,2597,42,↓,9,←
,,Tanner Houck,,Jake Bauers,,,,,,,,,,,,
113,,,,,215,100,44,6,Ball,Slider,86.1,2763,38,↓,13,←
,,Tanner Houck,,Anthony Volpe,,,,,,,,,,,,
114,,,,,213,99,44,6,Ball,Slider,85.8,2748,39,↓,13,←
,,Tanner Houck,,Anthony Volpe,,,,,,,,,,,,
115,,,,,212,98,44,6,Ball,Slider,86.5,2711,35,↓,13,←
,,Tanner Houck,,Anthony Volpe,,,,,,,,,,,,
116,,,,,211,97,44,6,Swinging Strike,Slider,86.4,2650,37,↓,13,←
,,Tanner Houck,,Anthony Volpe,,,,,,,,,,,,
117,,,,,210,96,44,6,Ball,Slider,86.7,2705,40,↓,10,←
,,Tanner Houck,,Anthony Volpe,,,,,,,,,,,,
118,,,,,209,95,44,6,Swinging Strike,Slider,85.3,2472,42,↓,9,←
,,Tanner Houck,,Anthony Volpe,,,,,,,,,,,,
119,,,,,208,94,43,6,"In play, out(s)",Slider,83.2,2649,46,↓,15,←
,,Tanner Houck,,Austin Wells,,,,,,,,,,,,
120,,,,,207,93,43,6,Ball,Slider,83.1,2539,46,↓,14,←
,,Tanner Houck,,Austin Wells,,,,,,,,,,,,
121,,,,,205,92,43,6,Swinging Strike,Cutter,88.3,2538,34,↓,2,←
,,Tanner Houck,,Austin Wells,,,,,,,,,,,,
122,,,,,204,91,43,6,Ball,Splitter,88.1,1792,26,↓,11,→
,,Tanner Houck,,Austin Wells,,,,,,,,,,,,
123,,,,,203,90,43,6,Called Strike,Slider,83.9,2532,42,↓,14,←
,,Tanner Houck,,Austin Wells,,,,,,,,,,,,
124,,,,,202,89,42,6,"In play, no out",Slider,85.3,2570,38,↓,14,←
,,Tanner Houck,,Gleyber Torres,,,,,,,,,,,,
125,,,,,201,5,41,5,"In play, out(s)",Sweeper,81.2,2905,37,↓,22,←
,,Greg Weissert,,Justin Turner,,,,,,,,,,,,
126,,,,,200,4,41,5,Foul,4-Seam Fastball,96.1,2295,16,↓,10,→
,,Greg Weissert,,Justin Turner,,,,,,,,,,,,
127,,,,,199,3,41,5,Foul,4-Seam Fastball,95.4,2271,17,↓,7,→
,,Greg Weissert,,Justin Turner,,,,,,,,,,,,
128,,,,,198,2,41,5,Foul,4-Seam Fastball,93.3,2151,19,↓,9,→
,,Greg Weissert,,Justin Turner,,,,,,,,,,,,
129,,,,,196,1,41,5,Foul,Sinker,93.9,1970,28,↓,17,→
,,Greg Weissert,,Justin Turner,,,,,,,,,,,,
130,,,,,193,87,40,5,Swinging Strike,Changeup,87.3,2159,29,↓,16,→
,,Michael King,,Rafael Devers,,,,,,,,,,,,
131,,,,,192,86,40,5,Ball,Changeup,86.9,2161,29,↓,16,→
,,Michael King,,Rafael Devers,,,,,,,,,,,,
132,,,,,191,85,40,5,Foul,Changeup,86.2,2008,31,↓,18,→
,,Michael King,,Rafael Devers,,,,,,,,,,,,
133,,,,,190,84,40,5,Called Strike,4-Seam Fastball,93.2,2326,19,↓,6,→
,,Michael King,,Rafael Devers,,,,,,,,,,,,
134,,,,,189,83,39,5,Swinging Strike,Sweeper,82.4,2895,44,↓,21,←
,,Michael King,,Ceddanne Rafaela,,,,,,,,,,,,
135,,,,,188,82,39,5,Foul,4-Seam Fastball,95.3,2467,15,↓,8,→
,,Michael King,,Ceddanne Rafaela,,,,,,,,,,,,
136,,,,,187,81,39,5,Foul,4-Seam Fastball,95.4,2403,15,↓,9,→
,,Michael King,,Ceddanne Rafaela,,,,,,,,,,,,
137,,,,,186,80,39,5,Foul,Sinker,93.4,2316,26,↓,18,→
,,Michael King,,Ceddanne Rafaela,,,,,,,,,,,,
138,,,,,185,79,39,5,Ball,Sinker,91.3,2321,27,↓,17,→
,,Michael King,,Ceddanne Rafaela,,,,,,,,,,,,
139,,,,,184,78,39,5,Called Strike,4-Seam Fastball,93.4,2445,13,↓,6,→
,,Michael King,,Ceddanne Rafaela,,,,,,,,,,,,
140,,,,,183,88,38,5,Swinging Strike,Sinker,95.7,2122,30,↓,14,→
,,Tanner Houck,,Aaron Judge,,,,,,,,,,,,
141,,,,,182,87,38,5,Swinging Strike,Slider,84.6,2769,44,↓,12,←
,,Tanner Houck,,Aaron Judge,,,,,,,,,,,,
142,,,,,181,86,38,5,Ball,Slider,85.1,2719,43,↓,11,←
,,Tanner Houck,,Aaron Judge,,,,,,,,,,,,
143,,,,,179,85,38,5,Called Strike,Sinker,95.3,2198,29,↓,15,→
,,Tanner Houck,,Aaron Judge,,,,,,,,,,,,
144,,,,,178,84,38,5,Ball,Slider,84.6,2720,43,↓,11,←
,,Tanner Houck,,Aaron Judge,,,,,,,,,,,,
145,,,,,177,83,37,5,"In play, out(s)",Slider,84.4,2634,43,↓,13,←
,,Tanner Houck,,Estevan Florial,,,,,,,,,,,,
146,,,,,176,82,36,5,Called Strike,Sinker,94.4,2257,33,↓,16,→
,,Tanner Houck,,Everson Pereira,,,,,,,,,,,,
147,,,,,175,81,36,5,Ball In Dirt,Slider,85.1,2716,44,↓,10,←
,,Tanner Houck,,Everson Pereira,,,,,,,,,,,,
148,,,,,174,80,36,5,Swinging Strike,Slider,85.1,2546,38,↓,10,←
,,Tanner Houck,,Everson Pereira,,,,,,,,,,,,
149,,,,,173,79,36,5,Ball,Slider,84.5,2545,40,↓,9,←
,,Tanner Houck,,Everson Pereira,,,,,,,,,,,,
150,,,,,172,78,36,5,Called Strike,Sinker,93.5,2245,32,↓,16,→
,,Tanner Houck,,Everson Pereira,,,,,,,,,,,,
151,,,,,170,77,35,5,Ball,Sinker,91.6,2074,31,↓,18,→
,,Tanner Houck,,Oswaldo Cabrera,,,,,,,,,,,,
152,,,,,169,76,35,5,Called Strike,Sinker,92.5,2102,32,↓,15,→
,,Tanner Houck,,Oswaldo Cabrera,,,,,,,,,,,,
153,,,,,168,75,35,5,Ball,4-Seam Fastball,93.6,2278,20,↓,7,→
,,Tanner Houck,,Oswaldo Cabrera,,,,,,,,,,,,
154,,,,,167,74,35,5,Ball,Slider,84.3,2602,43,↓,8,←
,,Tanner Houck,,Oswaldo Cabrera,,,,,,,,,,,,
155,,,,,166,73,35,5,Ball,Cutter,86.2,2472,36,↓,1,←
,,Tanner Houck,,Oswaldo Cabrera,,,,,,,,,,,,
156,,,,,165,72,34,5,"In play, no out",Slider,85.9,2765,41,↓,11,←
,,Tanner Houck,,Oswald Peraza,,,,,,,,,,,,
157,,,,,164,77,33,4,Swinging Strike,4-Seam Fastball,94.6,2393,16,↓,4,→
,,Michael King,,Connor Wong,,,,,,,,,,,,
158,,,,,163,76,33,4,Ball,4-Seam Fastball,95.2,2406,14,↓,5,→
,,Michael King,,Connor Wong,,,,,,,,,,,,
159,,,,,162,75,33,4,Foul,Sinker,94.4,2330,24,↓,18,→
,,Michael King,,Connor Wong,,,,,,,,,,,,
160,,,,,161,74,33,4,Ball,4-Seam Fastball,93.5,2512,19,↓,3,→
,,Michael King,,Connor Wong,,,,,,,,,,,,
161,,,,,160,73,33,4,Called Strike,Sinker,94.2,2344,26,↓,16,→
,,Michael King,,Connor Wong,,,,,,,,,,,,
162,,,,,159,72,32,4,"In play, no out",Sweeper,83,2759,42,↓,20,←
,,Michael King,,Luis Urias,,,,,,,,,,,,
163,,,,,158,71,32,4,Ball,Sweeper,84.1,2847,35,↓,13,←
,,Michael King,,Luis Urias,,,,,,,,,,,,
164,,,,,157,70,32,4,Ball,4-Seam Fastball,95.3,2326,17,↓,8,→
,,Michael King,,Luis Urias,,,,,,,,,,,,
165,,,,,155,69,32,4,Called Strike,Sweeper,82,2754,39,↓,15,←
,,Michael King,,Luis Urias,,,,,,,,,,,,
166,,,,,154,68,32,4,Ball,4-Seam Fastball,95.3,2332,17,↓,5,→
,,Michael King,,Luis Urias,,,,,,,,,,,,
167,,,,,153,67,32,4,Called Strike,Sinker,93.8,2294,26,↓,18,→
,,Michael King,,Luis Urias,,,,,,,,,,,,
168,,,,,152,66,31,4,"In play, out(s)",Sweeper,82.8,2744,39,↓,16,←
,,Michael King,,Trevor Story,,,,,,,,,,,,
169,,,,,150,65,31,4,Called Strike,Sweeper,82.5,2776,37,↓,18,←
,,Michael King,,Trevor Story,,,,,,,,,,,,
170,,,,,149,64,31,4,Foul,Sweeper,81.3,2665,40,↓,15,←
,,Michael King,,Trevor Story,,,,,,,,,,,,
171,,,,,148,63,31,4,Ball,Sweeper,82.4,2647,35,↓,14,←
,,Michael King,,Trevor Story,,,,,,,,,,,,
172,,,,,147,62,30,4,Called Strike,Sinker,94.2,2404,26,↓,18,→
,,Michael King,,Adam Duvall,,,,,,,,,,,,
173,,,,,145,61,30,4,Swinging Strike,Sweeper,82,2784,38,↓,14,←
,,Michael King,,Adam Duvall,,,,,,,,,,,,
174,,,,,144,60,30,4,Ball,Sinker,92.2,2384,26,↓,13,→
,,Michael King,,Adam Duvall,,,,,,,,,,,,
175,,,,,143,59,30,4,Foul,Sinker,92.4,2349,29,↓,17,→
,,Michael King,,Adam Duvall,,,,,,,,,,,,
176,,,,,142,71,29,4,Swinging Strike,Slider,84,2714,45,↓,13,←
,,Tanner Houck,,Jake Bauers,,,,,,,,,,,,
177,,,,,141,70,29,4,Foul,Cutter,88.3,2587,35,↓,1,←
,,Tanner Houck,,Jake Bauers,,,,,,,,,,,,
178,,,,,139,69,29,4,Ball,Splitter,89,1659,36,↓,13,→
,,Tanner Houck,,Jake Bauers,,,,,,,,,,,,
179,,,,,138,68,29,4,Ball,Slider,82.8,2700,47,↓,13,←
,,Tanner Houck,,Jake Bauers,,,,,,,,,,,,
180,,,,,137,67,29,4,Called Strike,Cutter,87.5,2484,36,↓,3,←
,,Tanner Houck,,Jake Bauers,,,,,,,,,,,,
181,,,,,136,66,29,4,Called Strike,Slider,84.3,2647,41,↓,12,←
,,Tanner Houck,,Jake Bauers,,,,,,,,,,,,
182,,,,,135,65,29,4,Ball,Splitter,89.8,1695,27,↓,15,→
,,Tanner Houck,,Jake Bauers,,,,,,,,,,,,
183,,,,,134,64,28,4,"In play, out(s)",Sinker,96,2304,31,↓,12,→
,,Tanner Houck,,Anthony Volpe,,,,,,,,,,,,
184,,,,,133,63,28,4,Foul,Sinker,94.7,2303,31,↓,17,→
,,Tanner Houck,,Anthony Volpe,,,,,,,,,,,,
185,,,,,132,62,28,4,Foul,Slider,84.5,2674,46,↓,9,←
,,Tanner Houck,,Anthony Volpe,,,,,,,,,,,,
186,,,,,131,61,28,4,Foul,Slider,85.2,2736,42,↓,10,←
,,Tanner Houck,,Anthony Volpe,,,,,,,,,,,,
187,,,,,130,60,28,4,Ball,Sinker,95.2,2223,29,↓,19,→
,,Tanner Houck,,Anthony Volpe,,,,,,,,,,,,
188,,,,,129,59,28,4,Ball,Slider,85.1,2595,42,↓,11,←
,,Tanner Houck,,Anthony Volpe,,,,,,,,,,,,
189,,,,,128,58,27,4,Swinging Strike,Slider,84.9,2757,47,↓,12,←
,,Tanner Houck,,Austin Wells,,,,,,,,,,,,
190,,,,,127,57,27,4,Swinging Strike,Cutter,90.6,2451,29,↓,0,
,,Tanner Houck,,Austin Wells,,,,,,,,,,,,
191,,,,,126,56,27,4,Ball,Slider,84.7,2724,45,↓,10,←
,,Tanner Houck,,Austin Wells,,,,,,,,,,,,
192,,,,,125,55,27,4,Swinging Strike,Slider,84.8,2759,45,↓,11,←
,,Tanner Houck,,Austin Wells,,,,,,,,,,,,
193,,,,,124,54,26,4,"In play, no out",Sinker,94.5,2295,29,↓,16,→
,,Tanner Houck,,Gleyber Torres,,,,,,,,,,,,
194,,,,,123,53,26,4,Ball,Sinker,94.8,2130,31,↓,15,→
,,Tanner Houck,,Gleyber Torres,,,,,,,,,,,,
195,,,,,121,52,26,4,Foul,Sinker,95.2,2226,34,↓,12,→
,,Tanner Houck,,Gleyber Torres,,,,,,,,,,,,
196,,,,,120,51,26,4,Ball,Slider,83.4,2517,44,↓,12,←
,,Tanner Houck,,Gleyber Torres,,,,,,,,,,,,
197,,,,,119,50,26,4,Ball,Slider,84.5,2684,39,↓,11,←
,,Tanner Houck,,Gleyber Torres,,,,,,,,,,,,
198,,,,,118,49,26,4,Foul,Sinker,93.3,2127,34,↓,13,→
,,Tanner Houck,,Gleyber Torres,,,,,,,,,,,,
199,,,,,117,58,25,3,Called Strike,Sinker,95.1,2311,23,↓,18,→
,,Michael King,,Wilyer Abreu,,,,,,,,,,,,
200,,,,,115,57,25,3,Foul,Sweeper,82.5,2721,37,↓,17,←
,,Michael King,,Wilyer Abreu,,,,,,,,,,,,
201,,,,,114,56,25,3,Called Strike,4-Seam Fastball,94.9,2427,14,↓,4,→
,,Michael King,,Wilyer Abreu,,,,,,,,,,,,
202,,,,,113,55,25,3,Ball,Sinker,94.6,2332,27,↓,17,→
,,Michael King,,Wilyer Abreu,,,,,,,,,,,,
203,,,,,111,54,24,3,"In play, no out",Sinker,95.3,2473,26,↓,15,→
,,Michael King,,Triston Casas,,,,,,,,,,,,
204,,,,,110,53,24,3,Foul,4-Seam Fastball,94,2482,14,↓,3,→
,,Michael King,,Triston Casas,,,,,,,,,,,,
205,,,,,109,52,24,3,Ball,4-Seam Fastball,94.6,2337,14,↓,6,→
,,Michael King,,Triston Casas,,,,,,,,,,,,
206,,,,,108,51,23,3,"In play, out(s)",Changeup,87.2,2054,28,↓,16,→
,,Michael King,,Justin Turner,,,,,,,,,,,,
207,,,,,107,50,23,3,Called Strike,4-Seam Fastball,95.8,2392,13,↓,7,→
,,Michael King,,Justin Turner,,,,,,,,,,,,
208,,,,,106,49,23,3,Called Strike,4-Seam Fastball,95.8,2316,13,↓,7,→
,,Michael King,,Justin Turner,,,,,,,,,,,,
209,,,,,105,48,22,3,Ball,Sinker,94.8,2337,24,↓,17,→
,,Michael King,,Rafael Devers,,,,,,,,,,,,
210,,,,,104,47,22,3,Ball,4-Seam Fastball,95,2427,15,↓,4,→
,,Michael King,,Rafael Devers,,,,,,,,,,,,
211,,,,,103,46,22,3,Ball,4-Seam Fastball,95.7,2440,14,↓,6,→
,,Michael King,,Rafael Devers,,,,,,,,,,,,
212,,,,,102,45,22,3,Called Strike,Changeup,88.2,2114,26,↓,17,→
,,Michael King,,Rafael Devers,,,,,,,,,,,,
213,,,,,101,44,22,3,Foul,4-Seam Fastball,95.6,2364,12,↓,7,→
,,Michael King,,Rafael Devers,,,,,,,,,,,,
214,,,,,100,43,22,3,Ball,Sinker,94.6,2185,25,↓,12,→
,,Michael King,,Rafael Devers,,,,,,,,,,,,
215,,,,,99,42,21,3,"In play, no out",Sinker,94.1,2324,25,↓,12,→
,,Michael King,,Ceddanne Rafaela,,,,,,,,,,,,
216,,,,,98,41,21,3,Ball,Sinker,94.2,2029,26,↓,11,→
,,Michael King,,Ceddanne Rafaela,,,,,,,,,,,,
217,,,,,97,40,21,3,Ball,Sweeper,83.4,2823,39,↓,23,←
,,Michael King,,Ceddanne Rafaela,,,,,,,,,,,,
218,,,,,96,39,21,3,Ball,Sweeper,83.9,2818,38,↓,21,←
,,Michael King,,Ceddanne Rafaela,,,,,,,,,,,,
219,,,,,95,38,21,3,Foul,Sweeper,81.1,2792,40,↓,17,←
,,Michael King,,Ceddanne Rafaela,,,,,,,,,,,,
220,,,,,94,37,21,3,Called Strike,Sinker,92.9,2266,29,↓,13,→
,,Michael King,,Ceddanne Rafaela,,,,,,,,,,,,
221,,,,,93,48,20,3,"In play, out(s)",Sinker,94.2,2483,31,↓,16,→
,,Tanner Houck,,Aaron Judge,,,,,,,,,,,,
222,,,,,92,47,19,3,"In play, out(s)",Splitter,89.6,1714,26,↓,13,→
,,Tanner Houck,,Estevan Florial,,,,,,,,,,,,
223,,,,,91,46,19,3,Swinging Strike,Splitter,88.6,1673,32,↓,14,→
,,Tanner Houck,,Estevan Florial,,,,,,,,,,,,
224,,,,,90,45,19,3,Ball,Slider,83.6,2511,43,↓,9,←
,,Tanner Houck,,Estevan Florial,,,,,,,,,,,,
225,,,,,89,44,18,3,Called Strike,Sinker,94.8,2269,33,↓,17,→
,,Tanner Houck,,Everson Pereira,,,,,,,,,,,,
226,,,,,88,43,18,3,Foul,Slider,85,2598,39,↓,10,←
,,Tanner Houck,,Everson Pereira,,,,,,,,,,,,
227,,,,,87,42,18,3,Called Strike,Sinker,94.9,2134,34,↓,14,→
,,Tanner Houck,,Everson Pereira,,,,,,,,,,,,
228,,,,,86,41,18,3,Ball,Sinker,93,2120,32,↓,17,→
,,Tanner Houck,,Everson Pereira,,,,,,,,,,,,
229,,,,,85,40,17,3,Ball,Slider,83.9,2397,45,↓,13,←
,,Tanner Houck,,Oswaldo Cabrera,,,,,,,,,,,,
230,,,,,84,39,17,3,Ball,Slider,83.2,2608,45,↓,14,←
,,Tanner Houck,,Oswaldo Cabrera,,,,,,,,,,,,
231,,,,,83,38,17,3,Ball,Slider,84.5,2734,45,↓,18,←
,,Tanner Houck,,Oswaldo Cabrera,,,,,,,,,,,,
232,,,,,81,37,17,3,Swinging Strike,Splitter,89,1910,30,↓,16,→
,,Tanner Houck,,Oswaldo Cabrera,,,,,,,,,,,,
233,,,,,80,36,17,3,Ball,Cutter,88,2610,34,↓,6,←
,,Tanner Houck,,Oswaldo Cabrera,,,,,,,,,,,,
234,,,,,79,35,17,3,Swinging Strike,Slider,83.6,2647,43,↓,17,←
,,Tanner Houck,,Oswaldo Cabrera,,,,,,,,,,,,
235,,,,,78,36,16,2,Swinging Strike,Sweeper,83.4,2819,38,↓,22,←
,,Michael King,,Connor Wong,,,,,,,,,,,,
236,,,,,76,35,16,2,Ball,Sweeper,83,2795,42,↓,16,←
,,Michael King,,Connor Wong,,,,,,,,,,,,
237,,,,,75,34,16,2,Foul,Sweeper,83.6,2747,35,↓,16,←
,,Michael King,,Connor Wong,,,,,,,,,,,,
238,,,,,74,33,16,2,Called Strike,Sinker,93.4,2194,27,↓,20,→
,,Michael King,,Connor Wong,,,,,,,,,,,,
239,,,,,73,32,16,2,Ball,Sinker,95.1,2348,28,↓,21,→
,,Michael King,,Connor Wong,,,,,,,,,,,,
240,,,,,72,31,16,2,Ball,Sinker,94.7,2347,31,↓,21,→
,,Michael King,,Connor Wong,,,,,,,,,,,,
241,,,,,71,30,15,2,"In play, out(s)",Sweeper,83.2,2783,37,↓,15,←
,,Michael King,,Luis Urias,,,,,,,,,,,,
242,,,,,70,29,15,2,Foul,Sinker,93.4,2324,26,↓,18,→
,,Michael King,,Luis Urias,,,,,,,,,,,,
243,,,,,69,28,15,2,Ball,Sinker,93.9,2355,27,↓,19,→
,,Michael King,,Luis Urias,,,,,,,,,,,,
244,,,,,67,27,15,2,Foul,Sinker,93.3,2308,28,↓,17,→
,,Michael King,,Luis Urias,,,,,,,,,,,,
245,,,,,66,26,15,2,Ball,Sinker,93.8,2344,28,↓,17,→
,,Michael King,,Luis Urias,,,,,,,,,,,,
246,,,,,65,25,14,2,"In play, no out",Sinker,93.7,2249,23,↓,17,→
,,Michael King,,Trevor Story,,,,,,,,,,,,
247,,,,,64,34,13,2,"In play, out(s)",Sinker,94.8,2080,31,↓,14,→
,,Tanner Houck,,Oswald Peraza,,,,,,,,,,,,
248,,,,,63,33,13,2,Ball,Slider,83.8,2441,42,↓,10,←
,,Tanner Houck,,Oswald Peraza,,,,,,,,,,,,
249,,,,,62,32,13,2,Foul,Sinker,94.6,2122,32,↓,14,→
,,Tanner Houck,,Oswald Peraza,,,,,,,,,,,,
250,,,,,61,31,13,2,Ball,Sinker,94.2,2179,34,↓,12,→
,,Tanner Houck,,Oswald Peraza,,,,,,,,,,,,
251,,,,,60,30,13,2,Ball,Sinker,94.5,2273,33,↓,13,→
,,Tanner Houck,,Oswald Peraza,,,,,,,,,,,,
252,,,,,59,29,12,2,Swinging Strike,Slider,84,2636,44,↓,11,←
,,Tanner Houck,,Jake Bauers,,,,,,,,,,,,
253,,,,,58,28,12,2,Swinging Strike,Slider,83.4,2613,48,↓,11,←
,,Tanner Houck,,Jake Bauers,,,,,,,,,,,,
254,,,,,57,27,12,2,Ball,Splitter,87.9,1753,34,↓,14,→
,,Tanner Houck,,Jake Bauers,,,,,,,,,,,,
255,,,,,56,26,12,2,Called Strike,Slider,85.2,2567,43,↓,9,←
,,Tanner Houck,,Jake Bauers,,,,,,,,,,,,
256,,,,,55,25,11,2,Swinging Strike,Slider,84.5,2587,44,↓,11,←
,,Tanner Houck,,Anthony Volpe,,,,,,,,,,,,
257,,,,,54,24,11,2,Ball,Slider,84.6,2502,42,↓,10,←
,,Tanner Houck,,Anthony Volpe,,,,,,,,,,,,
258,,,,,53,23,11,2,Foul,Slider,85.2,2594,42,↓,9,←
,,Tanner Houck,,Anthony Volpe,,,,,,,,,,,,
259,,,,,52,22,11,2,Foul,Sinker,95.4,1872,30,↓,13,→
,,Tanner Houck,,Anthony Volpe,,,,,,,,,,,,
260,,,,,51,21,11,2,Foul,Slider,84.5,2632,46,↓,10,←
,,Tanner Houck,,Anthony Volpe,,,,,,,,,,,,
261,,,,,50,20,11,2,Ball,Slider,84.8,2680,47,↓,10,←
,,Tanner Houck,,Anthony Volpe,,,,,,,,,,,,
262,,,,,49,19,11,2,Swinging Strike,Slider,84.5,2656,44,↓,12,←
,,Tanner Houck,,Anthony Volpe,,,,,,,,,,,,
263,,,,,48,18,11,2,Called Strike,Slider,84.6,2632,46,↓,10,←
,,Tanner Houck,,Anthony Volpe,,,,,,,,,,,,
264,,,,,47,24,10,1,"In play, out(s)",4-Seam Fastball,96.1,2384,13,↓,8,→
,,Michael King,,Adam Duvall,,,,,,,,,,,,
265,,,,,46,23,10,1,Ball,Sinker,95.2,2323,24,↓,19,→
,,Michael King,,Adam Duvall,,,,,,,,,,,,
266,,,,,45,22,10,1,Called Strike,Sinker,96.4,2307,24,↓,20,→
,,Michael King,,Adam Duvall,,,,,,,,,,,,
267,,,,,44,21,10,1,Called Strike,Sinker,95.5,2366,22,↓,20,→
,,Michael King,,Adam Duvall,,,,,,,,,,,,
268,,,,,43,20,9,1,"In play, run(s)",Changeup,88.2,2102,28,↓,17,→
,,Michael King,,Wilyer Abreu,,,,,,,,,,,,
269,,,,,42,19,9,1,Ball,4-Seam Fastball,96.4,2433,14,↓,7,→
,,Michael King,,Wilyer Abreu,,,,,,,,,,,,
270,,,,,40,18,9,1,Foul,Sweeper,84.5,2749,36,↓,14,←
,,Michael King,,Wilyer Abreu,,,,,,,,,,,,
271,,,,,39,17,9,1,Ball,Changeup,88.4,2129,27,↓,16,→
,,Michael King,,Wilyer Abreu,,,,,,,,,,,,
272,,,,,38,16,9,1,Called Strike,Sinker,96.1,2409,22,↓,17,→
,,Michael King,,Wilyer Abreu,,,,,,,,,,,,
273,,,,,37,15,8,1,Swinging Strike,Changeup,88.4,2171,26,↓,16,→
,,Michael King,,Triston Casas,,,,,,,,,,,,
274,,,,,36,14,8,1,Foul,Sinker,94.8,2299,25,↓,21,→
,,Michael King,,Triston Casas,,,,,,,,,,,,
275,,,,,35,13,8,1,Called Strike,Sweeper,81.9,2617,38,↓,18,←
,,Michael King,,Triston Casas,,,,,,,,,,,,
276,,,,,33,12,8,1,Swinging Strike,Sinker,95.5,2336,26,↓,18,→
,,Michael King,,Triston Casas,,,,,,,,,,,,
277,,,,,32,11,8,1,Ball,Changeup,87.5,2105,28,↓,15,→
,,Michael King,,Triston Casas,,,,,,,,,,,,
278,,,,,31,10,8,1,Ball,Sweeper,81.4,2586,36,↓,16,←
,,Michael King,,Triston Casas,,,,,,,,,,,,
279,,,,,30,9,8,1,Ball,Sinker,95.3,2355,26,↓,19,→
,,Michael King,,Triston Casas,,,,,,,,,,,,
280,,,,,29,8,7,1,"In play, no out",Sinker,94.7,2329,24,↓,18,→
,,Michael King,,Justin Turner,,,,,,,,,,,,
281,,,,,28,7,6,1,"In play, no out",4-Seam Fastball,96,2432,13,↓,8,→
,,Michael King,,Rafael Devers,,,,,,,,,,,,
282,,,,,27,6,6,1,Foul,Sweeper,82.9,2759,34,↓,13,←
,,Michael King,,Rafael Devers,,,,,,,,,,,,
283,,,,,26,5,5,1,Swinging Strike,4-Seam Fastball,97.5,2637,11,↓,11,→
,,Michael King,,Ceddanne Rafaela,,,,,,,,,,,,
284,,,,,25,4,5,1,Foul,Sinker,94.6,2385,22,↓,19,→
,,Michael King,,Ceddanne Rafaela,,,,,,,,,,,,
285,,,,,24,3,5,1,Ball,Sweeper,81.2,2710,39,↓,22,←
,,Michael King,,Ceddanne Rafaela,,,,,,,,,,,,
286,,,,,23,2,5,1,Ball,Sweeper,84.6,2670,31,↓,13,←
,,Michael King,,Ceddanne Rafaela,,,,,,,,,,,,
287,,,,,22,1,5,1,Called Strike,Sinker,93,2314,24,↓,16,→
,,Michael King,,Ceddanne Rafaela,,,,,,,,,,,,
288,,,,,21,17,4,1,"In play, out(s)",Splitter,88,1582,31,↓,13,→
,,Tanner Houck,,Austin Wells,,,,,,,,,,,,
289,,,,,20,16,4,1,Foul,Cutter,89.1,2570,33,↓,2,←
,,Tanner Houck,,Austin Wells,,,,,,,,,,,,
290,,,,,19,15,4,1,Called Strike,Slider,83.7,2476,43,↓,11,←
,,Tanner Houck,,Austin Wells,,,,,,,,,,,,
291,,,,,18,14,3,1,"In play, out(s)",Slider,84.7,2629,41,↓,12,←
,,Tanner Houck,,Gleyber Torres,,,,,,,,,,,,
292,,,,,16,13,3,1,Foul,Slider,85.4,2551,41,↓,9,←
,,Tanner Houck,,Gleyber Torres,,,,,,,,,,,,
293,,,,,15,12,3,1,Foul,Sinker,93.8,2300,32,↓,18,→
,,Tanner Houck,,Gleyber Torres,,,,,,,,,,,,
294,,,,,14,11,3,1,Called Strike,Slider,84.6,2623,41,↓,7,←
,,Tanner Houck,,Gleyber Torres,,,,,,,,,,,,
295,,,,,13,10,2,1,"In play, out(s)",Slider,85,2678,39,↓,13,←
,,Tanner Houck,,Aaron Judge,,,,,,,,,,,,
296,,,,,12,9,2,1,Foul,Sinker,94.2,2117,31,↓,16,→
,,Tanner Houck,,Aaron Judge,,,,,,,,,,,,
297,,,,,11,8,2,1,Ball,Sinker,94.9,2207,33,↓,17,→
,,Tanner Houck,,Aaron Judge,,,,,,,,,,,,
